,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
"pi[2,2]",0.364562,0.00120859,0.0881988,0.0891152,0.216136,0.366865,0.510031,5395.59,4889.7,364.789,1.00061
"pi[2,3]",0.30802,0.00099627,0.0719111,0.0682695,0.201868,0.302541,0.428951,6040.26,4218.2,408.374,1.00082
"pi[2,4]",0.30802,0.00099627,0.0719111,0.0682695,0.201868,0.302541,0.428951,6040.26,4218.2,408.374,1.00082
"pi[3,1]",0.381045,0.0011915,0.0887217,0.0899142,0.230285,0.382855,0.52341,5632.67,4516.84,380.818,1.00107
"pi[3,2]",0.381045,0.0011915,0.0887217,0.0899142,0.230285,0.382855,0.52341,5632.67,4516.84,380.818,1.00107
"pi[3,3]",0.325232,0.00103668,0.0731362,0.0682269,0.21865,0.318709,0.453509,5645.49,3655.38,381.684,1.00049
"pi[3,4]",0.325232,0.00103668,0.0731362,0.0682269,0.21865,0.318709,0.453509,5645.49,3655.38,381.684,1.00049
"pi[4,1]",0.281473,0.00111703,0.0846776,0.0866446,0.14384,0.279108,0.423474,5611.04,5084.65,379.355,1.00077
"pi[4,2]",0.281473,0.00111703,0.0846776,0.0866446,0.14384,0.279108,0.423474,5611.04,5084.65,379.355,1.00077
"pi[4,3]",0.224526,0.00104252,0.0706225,0.0645772,0.124944,0.216287,0.350325,5672.9,3545.98,383.538,1.00199
"pi[4,4]",0.224526,0.00104252,0.0706225,0.0645772,0.124944,0.216287,0.350325,5672.9,3545.98,383.538,1.00199
"pi[5,1]",0.384091,0.00100818,0.082211,0.0807888,0.248298,0.384857,0.520682,6643.03,5538.75,449.127,1.00053
"pi[5,2]",0.503804,0.00083177,0.0766294,0.0766237,0.377711,0.502488,0.630933,8559.87,6035.19,578.722,1.0006
"pi[5,3]",0.336938,0.000953684,0.0750797,0.0746729,0.219116,0.33411,0.464204,6490.85,4539.55,438.838,1.00074
"pi[5,4]",0.467884,0.00087312,0.073282,0.071766,0.351052,0.465806,0.592051,7291.09,5525.83,492.941,1.00063
"pi[6,1]",0.43669,0.00107226,0.0841446,0.0847353,0.294972,0.437271,0.573001,6252.61,5045.01,422.73,1.00185
"pi[6,2]",0.557482,0.000791216,0.0750407,0.0745943,0.432889,0.557927,0.6806,9074.46,5738.18,613.513,1.00022
"pi[6,3]",0.389241,0.00096988,0.0787901,0.0788854,0.264619,0.386665,0.521064,6859.15,4571.61,463.738,1.00098
"pi[6,4]",0.522714,0.000837513,0.0745787,0.0742474,0.404067,0.520939,0.648424,8167.2,5435.3,552.174,1.00001
"pi[7,1]",0.34014,0.000719449,0.0744344,0.0746801,0.219424,0.338712,0.463465,10709.2,5418.9,724.036,1.00042
"pi[7,2]",0.5075,0.000681418,0.0726988,0.0726704,0.388398,0.508817,0.627095,11437.5,6125.69,773.276,1.00013
"pi[7,3]",0.34014,0.000719449,0.0744344,0.0746801,0.219424,0.338712,0.463465,10709.2,5418.9,724.036,1.00042
"pi[7,4]",0.5075,0.000681418,0.0726988,0.0726704,0.388398,0.508817,0.627095,11437.5,6125.69,773.276,1.00013
"pi[8,1]",0.340174,0.00070023,0.0761341,0.0752457,0.215125,0.338341,0.469775,11862.2,5517.31,801.986,1.00174
"pi[8,2]",0.508093,0.000668806,0.0727919,0.0734786,0.390274,0.507844,0.627297,11901.5,6696.81,804.645,1.00032
"pi[8,3]",0.340174,0.00070023,0.0761341,0.0752457,0.215125,0.338341,0.469775,11862.2,5517.31,801.986,1.00174
"pi[8,4]",0.508093,0.000668806,0.0727919,0.0734786,0.390274,0.507844,0.627297,11901.5,6696.81,804.645,1.00032
"pi[9,1]",0.382496,0.000713194,0.0780676,0.0785983,0.254884,0.382265,0.511433,12000.5,5735.42,811.337,0.999994
"pi[9,2]",0.547181,0.000643255,0.0724796,0.0719409,0.426426,0.546983,0.667421,12779.1,6219.56,863.981,1.00028
"pi[9,3]",0.382496,0.000713194,0.0780676,0.0785983,0.254884,0.382265,0.511433,12000.5,5735.42,811.337,0.999994
"pi[9,4]",0.547181,0.000643255,0.0724796,0.0719409,0.426426,0.546983,0.667421,12779.1,6219.56,863.981,1.00028
"pi[10,1]",0.276302,0.000652193,0.0721486,0.0730416,0.16227,0.273252,0.399194,12087.2,5737.56,817.2,1.00049
"pi[10,2]",0.450361,0.000746018,0.0762645,0.0769519,0.326456,0.449902,0.578977,10523.0,6796.4,711.447,1.00084
"pi[10,3]",0.276302,0.000652193,0.0721486,0.0730416,0.16227,0.273252,0.399194,12087.2,5737.56,817.2,1.00049
"pi[10,4]",0.450361,0.000746018,0.0762645,0.0769519,0.326456,0.449902,0.578977,10523.0,6796.4,711.447,1.00084
theta1[1],0.549772,0.00167327,0.0939537,0.0792146,0.365907,0.563555,0.678828,4082.01,2693.96,275.979,1.00179
theta1[2],0.549772,0.00167327,0.0939537,0.0792146,0.365907,0.563555,0.678828,4082.01,2693.96,275.979,1.00179
theta1[3],0.450228,0.00167327,0.0939537,0.0792146,0.321172,0.436445,0.634093,4082.01,2693.96,275.979,1.00179
theta1[4],0.450228,0.00167327,0.0939537,0.0792146,0.321172,0.436445,0.634093,4082.01,2693.96,275.979,1.00179
theta2[1],0.344218,0.00074006,0.0735808,0.073483,0.226684,0.342174,0.469171,9964.56,5931.5,673.69,1.00018
theta2[2],0.655782,0.00074006,0.0735808,0.073483,0.530829,0.657826,0.773316,9964.56,5931.5,673.69,1.00018
theta2[3],0.344218,0.00074006,0.0735808,0.073483,0.226684,0.342174,0.469171,9964.56,5931.5,673.69,1.00018
theta2[4],0.655782,0.00074006,0.0735808,0.073483,0.530829,0.657826,0.773316,9964.56,5931.5,673.69,1.00018
log_nu[1],-4.41594,0.0262715,1.65569,1.6638,-7.34791,-4.31545,-1.86821,3554.08,2869.11,240.286,1.00155
log_nu[2],-3.06887,0.0176395,1.26137,1.29732,-5.38384,-2.89384,-1.42925,4201.11,4376.03,284.032,1.00089
log_nu[3],-1.57083,0.0101924,0.851188,0.474316,-3.43875,-1.29004,-0.80481,6899.77,5822.12,466.484,1.00072
log_nu[4],-0.516794,0.00505248,0.302147,0.319714,-1.07326,-0.513788,-0.0528674,3850.86,3155.26,260.351,1.00231
"prob_resp_class[1,1]",0.0469882,0.00191036,0.0884948,0.0142112,0.000396802,0.0107719,0.259615,3471.12,2650.62,234.678,1.00259
"prob_resp_class[1,2]",0.072523,0.00193478,0.0972418,0.0368884,0.00183675,0.0301504,0.299453,3828.45,3124.61,258.837,1.00246
"prob_resp_class[1,3]",0.313808,0.00206896,0.167751,0.192865,0.0376683,0.316165,0.579129,6639.81,6070.49,448.909,1.00058
"prob_resp_class[1,4]",0.56668,0.00360005,0.225605,0.237646,0.191474,0.547639,0.94975,3776.05,2694.46,255.294,1.00217
"prob_resp_class[2,1]",0.0450896,0.00141623,0.0681163,0.0206992,0.000721705,0.0162974,0.203917,3522.55,3000.18,238.155,1.00232
"prob_resp_class[2,2]",0.0669948,0.00120128,0.0670988,0.0465788,0.00319613,0.0415635,0.205845,4124.21,4021.87,278.833,1.00194
"prob_resp_class[2,3]",0.336981,0.00196866,0.169684,0.182352,0.039748,0.349483,0.600697,7322.13,5688.33,495.039,1.00116
"prob_resp_class[2,4]",0.550935,0.00321462,0.2171,0.232994,0.233312,0.518332,0.941625,4096.18,3273.23,276.937,1.00181
"prob_resp_class[3,1]",0.0265918,0.000843863,0.0415407,0.0118216,0.00041928,0.00930813,0.121981,3535.05,3107.94,239.0,1.00166
"prob_resp_class[3,2]",0.0915999,0.00178601,0.0952949,0.0615649,0.00391227,0.0535322,0.296145,3893.15,3506.32,263.211,1.00202
"prob_resp_class[3,3]",0.200121,0.001342,0.110192,0.122254,0.0224824,0.20155,0.38398,6763.74,5823.43,457.288,1.00051
"prob_resp_class[3,4]",0.681687,0.00294246,0.178005,0.196526,0.37213,0.681551,0.962494,3775.25,3164.21,255.24,1.00129
"prob_resp_class[4,1]",0.0440623,0.00172168,0.080312,0.0147121,0.0004496,0.0113106,0.230743,3427.55,2691.33,231.732,1.0028
"prob_resp_class[4,2]",0.0725286,0.0016653,0.086013,0.0428163,0.00244205,0.036126,0.264213,3836.98,3325.52,259.413,1.00245
"prob_resp_class[4,3]",0.308451,0.00208143,0.165623,0.187343,0.0352484,0.308124,0.573446,6381.25,5690.6,431.428,1.00058
"prob_resp_class[4,4]",0.574958,0.00341804,0.216553,0.231911,0.235527,0.548532,0.950123,3734.28,2970.54,252.469,1.00189
"prob_resp_class[5,1]",0.0612793,0.00234287,0.108708,0.021225,0.000649393,0.016248,0.314452,3439.26,2778.18,232.524,1.00275
"prob_resp_class[5,2]",0.0509933,0.00112124,0.0624256,0.0304665,0.00185279,0.025808,0.181601,4184.04,4277.85,282.878,1.00185
"prob_resp_class[5,3]",0.433493,0.00262843,0.218418,0.247053,0.0557238,0.446041,0.770485,6880.38,5622.06,465.173,1.00056
"prob_resp_class[5,4]",0.454234,0.00346804,0.248516,0.258179,0.123854,0.4014,0.928057,4428.31,4026.19,299.392,1.00124
"prob_resp_class[6,1]",0.0283957,0.00085935,0.0423192,0.0132482,0.000481811,0.0104904,0.124768,3526.81,3146.52,238.443,1.00151
"prob_resp_class[6,2]",0.0888159,0.00159968,0.0876834,0.0631893,0.00414213,0.0556973,0.271632,4001.65,3719.78,270.546,1.00214
"prob_resp_class[6,3]",0.216018,0.00142505,0.116354,0.12622,0.0242441,0.222292,0.406616,6637.11,5677.68,448.726,1.00167
"prob_resp_class[6,4]",0.66677,0.00290305,0.179378,0.200237,0.365597,0.660857,0.960138,3787.22,3195.48,256.049,1.00113
"prob_resp_class[7,1]",0.0186147,0.000664598,0.0327273,0.00716929,0.000232973,0.00555719,0.089818,3606.53,3341.74,243.833,1.00161
"prob_resp_class[7,2]",0.105691,0.00261343,0.130723,0.059469,0.00318303,0.0498157,0.402386,3774.62,3111.14,255.197,1.00274
"prob_resp_class[7,3]",0.132376,0.000983407,0.0846156,0.0861128,0.0142749,0.122259,0.288117,7562.52,6565.47,511.292,1.00072
"prob_resp_class[7,4]",0.743318,0.00336804,0.18206,0.169444,0.368522,0.778114,0.973244,3672.26,2745.52,248.276,1.00131
"prob_resp_class[8,1]",0.0602928,0.00218795,0.102876,0.0230447,0.000712987,0.0177992,0.295382,3457.21,2808.62,233.738,1.0024
"prob_resp_class[8,2]",0.0512686,0.00105957,0.0593236,0.032416,0.00209132,0.0282603,0.17356,4175.08,4261.78,282.272,1.00171
"prob_resp_class[8,3]",0.433913,0.00258094,0.216691,0.242256,0.0550448,0.447383,0.770661,6978.8,6199.79,471.828,1.00044
"prob_resp_class[8,4]",0.454526,0.00342033,0.246516,0.255109,0.127518,0.403594,0.927175,4515.79,4139.1,305.307,1.00102
"prob_resp_class[9,1]",0.0160079,0.000524699,0.027405,0.00671899,0.000223902,0.00523523,0.0730681,3704.73,3575.55,250.472,1.00143
"prob_resp_class[9,2]",0.106014,0.00219766,0.114707,0.0688352,0.00411055,0.0590939,0.358722,3835.29,3196.69,259.299,1.002
"prob_resp_class[9,3]",0.121038,0.000973557,0.0827282,0.0815969,0.0116708,0.10837,0.276484,7378.49,6486.37,498.85,1.00063
"prob_resp_class[9,4]",0.756941,0.00285221,0.162818,0.163918,0.43709,0.783413,0.973572,3803.08,2958.51,257.122,1.00098
"prob_resp_class[10,1]",0.0261635,0.000504628,0.031552,0.0166769,0.000670399,0.0136884,0.0942703,4400.01,5795.95,297.479,1.00078
"prob_resp_class[10,2]",0.0981936,0.00103277,0.080216,0.0775817,0.00713541,0.0788567,0.252894,6359.57,6847.56,429.962,1.00013
"prob_resp_class[10,3]",0.201623,0.00141779,0.111845,0.129708,0.0215655,0.204839,0.382581,6236.47,6244.23,421.639,1.00023
"prob_resp_class[10,4]",0.674019,0.00231002,0.162499,0.184807,0.42488,0.663659,0.954189,4910.75,5892.7,332.009,1.0004
"prob_resp_class[11,1]",0.0556024,0.00149972,0.0761766,0.0291343,0.00107684,0.0231406,0.233325,3633.53,3451.18,245.658,1.00187
"prob_resp_class[11,2]",0.0520748,0.000716751,0.0475102,0.0397728,0.00320959,0.0375338,0.148089,5100.46,5784.13,344.835,1.00048
"prob_resp_class[11,3]",0.438484,0.00241495,0.212148,0.222989,0.0546552,0.460798,0.762068,7469.75,6197.41,505.02,1.00034
"prob_resp_class[11,4]",0.453839,0.00316591,0.23958,0.243474,0.144946,0.40127,0.920647,5319.2,5583.8,359.624,1.001
"prob_resp_class[12,1]",0.0436593,0.00168171,0.0778486,0.0155521,0.000485019,0.0120592,0.220453,3416.07,2797.31,230.956,1.0024
"prob_resp_class[12,2]",0.0720873,0.00155633,0.0820318,0.0443279,0.0026227,0.0378051,0.252467,3910.0,3547.72,264.35,1.0028
"prob_resp_class[12,3]",0.30955,0.00204819,0.165038,0.183945,0.0362619,0.310936,0.574004,6469.91,5866.13,437.422,1.00063
"prob_resp_class[12,4]",0.574704,0.00334798,0.215079,0.231462,0.245994,0.54687,0.950109,3797.2,3060.14,256.724,1.00138
"prob_resp_class[13,1]",0.0290436,0.00134066,0.0632068,0.00609531,0.000146767,0.00450663,0.179625,3510.06,2793.97,237.311,1.00206
"prob_resp_class[13,2]",0.100791,0.00311938,0.151716,0.0404671,0.00147213,0.031347,0.472788,3754.95,3029.92,253.867,1.00261
"prob_resp_class[13,3]",0.179324,0.0015166,0.112958,0.130535,0.018329,0.167342,0.377597,5747.49,5641.42,388.58,1.00115
"prob_resp_class[13,4]",0.690842,0.0039813,0.211658,0.19578,0.233904,0.718599,0.970861,3543.94,2555.96,239.601,1.00133
"prob_resp_class[14,1]",0.0170469,0.000569996,0.0286938,0.00715881,0.000233796,0.00557628,0.0793179,3620.65,3307.03,244.788,1.00156
"prob_resp_class[14,2]",0.104928,0.00216163,0.11311,0.0680445,0.004158,0.058604,0.35112,3853.44,3122.18,260.526,1.00229
"prob_resp_class[14,3]",0.127142,0.00100354,0.0843956,0.0851197,0.0128739,0.114916,0.285234,7168.02,6532.68,484.62,1.0013
"prob_resp_class[14,4]",0.750883,0.00291045,0.164839,0.168003,0.428596,0.776482,0.972457,3712.52,2896.4,250.998,1.00098
"prob_resp_class[15,1]",0.0471088,0.00215653,0.0994309,0.010242,0.000246605,0.00756828,0.288987,3496.79,2584.78,236.414,1.00246
"prob_resp_class[15,2]",0.0787275,0.00233472,0.116882,0.0330876,0.00129305,0.0259011,0.360005,3852.32,3383.55,260.451,1.00245
"prob_resp_class[15,3]",0.289579,0.00221236,0.166317,0.198426,0.0314454,0.286144,0.561159,5811.45,5831.86,392.905,1.00095
"prob_resp_class[15,4]",0.584585,0.00383758,0.228629,0.236733,0.177799,0.573419,0.955608,3638.61,2636.93,246.002,1.00306
"prob_resp_class[16,1]",0.0290175,0.00096212,0.0457887,0.0126862,0.000446927,0.00998159,0.132632,3483.48,2908.7,235.513,1.00195
"prob_resp_class[16,2]",0.0886651,0.00171367,0.0920489,0.05981,0.00388008,0.052169,0.286389,3938.44,3471.82,266.273,1.00208
"prob_resp_class[16,3]",0.21432,0.00141073,0.115964,0.126949,0.0241902,0.218914,0.40628,6727.03,6390.16,454.806,1.00176
"prob_resp_class[16,4]",0.667997,0.00308076,0.183537,0.202128,0.349683,0.666044,0.961019,3644.76,2772.77,246.417,1.00172
"prob_resp_class[17,1]",0.0495393,0.00228374,0.104426,0.0108419,0.000254689,0.00801925,0.300269,3459.98,2601.44,233.924,1.00255
"prob_resp_class[17,2]",0.075721,0.00221517,0.112253,0.0317963,0.00126772,0.0248828,0.34153,3905.6,3203.43,264.052,1.00265
"prob_resp_class[17,3]",0.303614,0.00231242,0.173264,0.208033,0.0335075,0.302111,0.582215,5744.12,5784.93,388.352,1.00059
"prob_resp_class[17,4]",0.571125,0.00385714,0.231947,0.242377,0.167488,0.553607,0.954429,3599.57,2606.5,243.362,1.00192
"prob_resp_class[18,1]",0.0667058,0.00260272,0.120706,0.0213853,0.000603698,0.0161694,0.356544,3465.81,2688.13,234.319,1.00288
"prob_resp_class[18,2]",0.0473923,0.00120372,0.0656777,0.0249452,0.00138068,0.0207226,0.185797,4132.8,3871.68,279.413,1.00211
"prob_resp_class[18,3]",0.456549,0.00273314,0.227381,0.259957,0.0594956,0.475225,0.797765,6951.1,5774.8,469.955,1.00085
"prob_resp_class[18,4]",0.429353,0.00353716,0.256149,0.261963,0.0886768,0.372337,0.923681,4371.72,3885.43,295.566,1.00112
"prob_resp_class[19,1]",0.0604798,0.0022137,0.103611,0.0229565,0.000728743,0.01772,0.297304,3453.52,2827.02,233.488,1.00244
"prob_resp_class[19,2]",0.0510921,0.00104298,0.0591918,0.0321213,0.00206083,0.0278503,0.174426,4235.88,4198.43,286.382,1.00167
"prob_resp_class[19,3]",0.434277,0.0025715,0.216899,0.242259,0.0553786,0.44768,0.767709,7038.0,5743.13,475.83,1.00046
"prob_resp_class[19,4]",0.454151,0.00341426,0.246995,0.255226,0.126239,0.400887,0.927004,4555.34,4233.73,307.98,1.00107
"prob_resp_class[20,1]",0.0441622,0.00174119,0.080831,0.0146456,0.000445119,0.0112445,0.231328,3433.31,2602.78,232.121,1.00266
"prob_resp_class[20,2]",0.0725387,0.00169023,0.0868309,0.0424992,0.00240646,0.0357194,0.263729,3834.07,3340.11,259.217,1.00223
"prob_resp_class[20,3]",0.308356,0.00208798,0.165832,0.188318,0.035243,0.307818,0.574004,6361.13,5690.24,430.068,1.00063
"prob_resp_class[20,4]",0.574943,0.00343692,0.21696,0.231443,0.234632,0.548339,0.95063,3712.95,2919.94,251.028,1.002
"prob_resp_class[21,1]",0.0829554,0.00351569,0.162382,0.0203376,0.000468962,0.0149861,0.487778,3493.71,2689.26,236.205,1.0026
"prob_resp_class[21,2]",0.0351625,0.00102969,0.0608127,0.0146514,0.000608243,0.0116396,0.152972,4429.78,4427.01,299.492,1.00148
"prob_resp_class[21,3]",0.537899,0.0034703,0.263923,0.308759,0.0713481,0.578717,0.901202,6010.67,6043.64,406.373,1.00136
"prob_resp_class[21,4]",0.343983,0.00353134,0.269325,0.242154,0.0361482,0.260019,0.904536,4651.29,3746.32,314.468,1.00116
"prob_resp_class[22,1]",0.0491436,0.00222763,0.10272,0.010885,0.000260791,0.00806723,0.301715,3475.82,2752.52,234.995,1.00269
"prob_resp_class[22,2]",0.0760941,0.00225525,0.112982,0.032012,0.00126787,0.0250427,0.343929,3865.11,3365.23,261.315,1.0025
"prob_resp_class[22,3]",0.30326,0.00231763,0.172983,0.207911,0.0327021,0.300387,0.580099,5729.9,5733.16,387.391,1.00068
"prob_resp_class[22,4]",0.571502,0.00387178,0.231493,0.241065,0.167892,0.554588,0.954778,3560.26,2618.68,240.704,1.00246
"prob_resp_class[23,1]",0.0297588,0.00125431,0.0579665,0.0087127,0.000249129,0.00660284,0.169086,3450.39,2560.68,233.276,1.0021
"prob_resp_class[23,2]",0.0951451,0.00264202,0.130343,0.0457032,0.00215011,0.0371409,0.406714,3775.2,3027.41,255.237,1.00252
"prob_resp_class[23,3]",0.194891,0.00142419,0.112401,0.127464,0.0221275,0.187958,0.388634,6440.49,6405.75,435.433,1.00139
"prob_resp_class[23,4]",0.680205,0.00369607,0.203018,0.201062,0.274921,0.696935,0.966739,3593.88,2630.15,242.977,1.00211
"prob_resp_class[24,1]",0.0187984,0.000802333,0.038789,0.00533792,0.000143657,0.00402786,0.101684,3513.32,3043.99,237.531,1.0019
"prob_resp_class[24,2]",0.109285,0.00312788,0.152748,0.0513004,0.00228123,0.0411979,0.47344,3749.93,2972.25,253.528,1.00296
"prob_resp_class[24,3]",0.124716,0.001054,0.0858662,0.0854757,0.0128107,0.109443,0.287666,6847.22,6366.56,462.931,1.00114
"prob_resp_class[24,4]",0.747201,0.00376483,0.195861,0.167957,0.324707,0.79186,0.977117,3573.4,2601.06,241.593,1.00135
"prob_resp_class[25,1]",0.0297403,0.00125107,0.0580187,0.00873686,0.000244157,0.00664252,0.167308,3464.78,2675.69,234.249,1.00179
"prob_resp_class[25,2]",0.0948795,0.00264076,0.129967,0.04568,0.00209728,0.0370274,0.405604,3766.39,3001.73,254.641,1.00266
"prob_resp_class[25,3]",0.196691,0.00144298,0.113509,0.128819,0.0217287,0.189334,0.3902,6312.47,5924.71,426.777,1.00068
"prob_resp_class[25,4]",0.678689,0.00366716,0.20259,0.199079,0.272642,0.694926,0.966863,3606.73,2675.8,243.846,1.0017
"prob_resp_class[26,1]",0.0278993,0.000586953,0.0341576,0.0171906,0.000693892,0.0139956,0.102497,4128.44,4835.72,279.118,1.00104
"prob_resp_class[26,2]",0.0929219,0.00104173,0.0763649,0.0744669,0.00641989,0.0738121,0.23919,5919.61,6724.77,400.217,1.0005
"prob_resp_class[26,3]",0.217653,0.00149139,0.117971,0.135792,0.0238959,0.225675,0.401933,6241.12,5940.49,421.954,1.00062
"prob_resp_class[26,4]",0.661526,0.00245563,0.168426,0.19148,0.407134,0.646308,0.953839,4538.08,4481.51,306.814,1.00047
"prob_resp_class[27,1]",0.0170143,0.000559129,0.0285119,0.00726288,0.000240342,0.00564737,0.0772066,3622.75,3204.98,244.929,1.00123
"prob_resp_class[27,2]",0.104684,0.00210999,0.111796,0.0688645,0.00418931,0.0592172,0.348483,3883.23,3511.58,262.54,1.0021
"prob_resp_class[27,3]",0.12841,0.00101108,0.0849575,0.0865662,0.0126801,0.116512,0.287564,7147.93,6180.94,483.262,1.00101
"prob_resp_class[27,4]",0.749892,0.00284933,0.163638,0.167522,0.437935,0.773716,0.972013,3774.54,2943.65,255.192,1.00078
"prob_resp_class[28,1]",0.0413378,0.00161117,0.0757031,0.0138206,0.000429304,0.0106055,0.217659,3443.57,2660.18,232.815,1.00234
"prob_resp_class[28,2]",0.0760465,0.00177112,0.0907059,0.0446906,0.00253196,0.0375346,0.280626,3809.71,3266.93,257.569,1.0024
"prob_resp_class[28,3]",0.289669,0.00197377,0.157164,0.176684,0.0336775,0.289083,0.546308,6470.52,5883.51,437.463,1.00038
"prob_resp_class[28,4]",0.592947,0.00337352,0.211306,0.227498,0.255225,0.57287,0.952936,3749.62,2877.33,253.507,1.00202
"prob_resp_class[29,1]",0.0495393,0.00228374,0.104426,0.0108419,0.000254689,0.00801925,0.300269,3459.98,2601.44,233.924,1.00255
"prob_resp_class[29,2]",0.075721,0.00221517,0.112253,0.0317963,0.00126772,0.0248828,0.34153,3905.6,3203.43,264.052,1.00265
"prob_resp_class[29,3]",0.303614,0.00231242,0.173264,0.208033,0.0335075,0.302111,0.582215,5744.12,5784.93,388.352,1.00059
"prob_resp_class[29,4]",0.571125,0.00385714,0.231947,0.242377,0.167488,0.553607,0.954429,3599.57,2606.5,243.362,1.00192
"prob_resp_class[30,1]",0.0485515,0.00221325,0.101861,0.0106729,0.000248882,0.00790568,0.297746,3455.43,2655.73,233.617,1.0025
"prob_resp_class[30,2]",0.0768393,0.00227258,0.114046,0.0324866,0.00127078,0.0254807,0.354127,3882.55,3287.55,262.494,1.00245
"prob_resp_class[30,3]",0.29877,0.00229856,0.170816,0.204638,0.0326507,0.296725,0.571809,5684.88,5707.54,384.348,1.00085
"prob_resp_class[30,4]",0.575839,0.00387983,0.23075,0.240566,0.173224,0.559756,0.955364,3543.07,2647.32,239.542,1.00259
"prob_resp_attr[1,1]",0.880489,0.00375524,0.173815,0.0542747,0.4537,0.955435,0.997128,3519.16,2511.99,237.926,1.0025
"prob_resp_attr[1,2]",0.639203,0.00224826,0.178962,0.192236,0.380566,0.614408,0.95825,6342.29,5897.56,428.794,1.00107
"prob_resp_attr[2,1]",0.887916,0.00252854,0.122719,0.0709571,0.611685,0.936783,0.99475,3506.17,2541.72,237.048,1.00227
"prob_resp_attr[2,2]",0.61793,0.00240219,0.187027,0.200363,0.345579,0.591497,0.954395,6016.26,6135.87,406.752,1.00182
"prob_resp_attr[3,1]",0.881808,0.00256727,0.127919,0.0758106,0.600295,0.933576,0.994767,3605.24,2747.51,243.745,1.0021
"prob_resp_attr[3,2]",0.773287,0.00161051,0.121385,0.139712,0.583849,0.766469,0.974228,5701.08,5847.83,385.443,1.00058
"prob_resp_attr[4,1]",0.883409,0.00329948,0.154502,0.0607228,0.522038,0.9489,0.996352,3495.93,2502.76,236.355,1.00265
"prob_resp_attr[4,2]",0.647486,0.00231983,0.176927,0.192518,0.388608,0.622678,0.960594,5746.68,5931.54,388.525,1.00144
"prob_resp_attr[5,1]",0.887727,0.00334719,0.154518,0.0566712,0.519587,0.951732,0.996474,3441.62,2428.58,232.683,1.00253
"prob_resp_attr[5,2]",0.505227,0.00282809,0.231511,0.245895,0.185974,0.463477,0.937769,6629.45,6198.29,448.209,1.00064
"prob_resp_attr[6,1]",0.882788,0.00239002,0.12077,0.0789668,0.621502,0.929715,0.994361,3621.62,2729.13,244.853,1.00239
"prob_resp_attr[6,2]",0.755586,0.00172799,0.128244,0.147774,0.559747,0.743868,0.971976,5482.41,5304.17,370.659,1.00174
"prob_resp_attr[7,1]",0.875694,0.00323267,0.155156,0.0687569,0.520431,0.941822,0.995951,3604.35,2667.01,243.685,1.0025
"prob_resp_attr[7,2]",0.849009,0.00119761,0.0944548,0.101487,0.678821,0.857181,0.983918,6480.7,6341.55,438.152,1.00035
"prob_resp_attr[8,1]",0.888439,0.00313796,0.146125,0.060341,0.549791,0.947581,0.996028,3444.27,2523.39,232.863,1.0027
"prob_resp_attr[8,2]",0.505794,0.00282465,0.230528,0.245648,0.183712,0.465546,0.937527,6541.05,6160.28,442.232,1.00067
"prob_resp_attr[9,1]",0.877979,0.00267853,0.133787,0.0772589,0.58196,0.9331,0.995011,3650.91,2694.65,246.833,1.00223
"prob_resp_attr[9,2]",0.862954,0.00113132,0.0915399,0.0942174,0.693653,0.875223,0.986428,6635.07,5977.95,448.589,1.00026
"prob_resp_attr[10,1]",0.875643,0.00142424,0.100175,0.0977354,0.677924,0.900677,0.990791,5533.76,7066.71,374.13,1.00045
"prob_resp_attr[10,2]",0.772213,0.00166456,0.121826,0.141843,0.581398,0.767628,0.97221,5352.95,5695.61,361.906,1.0004
"prob_resp_attr[11,1]",0.892323,0.002082,0.107024,0.0741172,0.654676,0.93101,0.993585,3627.51,3259.83,245.251,1.00182
"prob_resp_attr[11,2]",0.505913,0.00282297,0.229333,0.243403,0.185787,0.465789,0.935531,6484.41,6123.51,438.403,1.00061
"prob_resp_attr[12,1]",0.884253,0.00313862,0.147324,0.0635134,0.540271,0.945514,0.996098,3480.44,2543.29,235.308,1.00273
"prob_resp_attr[12,2]",0.646791,0.0023233,0.177813,0.196185,0.389394,0.623934,0.959599,5813.0,5604.11,393.009,1.00128
"prob_resp_attr[13,1]",0.870166,0.00439838,0.205171,0.0482604,0.35313,0.962425,0.998166,3628.13,2569.7,245.293,1.00269
"prob_resp_attr[13,2]",0.791633,0.00153601,0.11795,0.138061,0.599582,0.791307,0.97787,5944.42,6116.3,401.895,1.00159
"prob_resp_attr[14,1]",0.878025,0.00268872,0.133668,0.0774096,0.582356,0.932836,0.99497,3640.55,2651.39,246.133,1.00232
"prob_resp_attr[14,2]",0.855811,0.00119442,0.0935405,0.0990502,0.68505,0.867676,0.985183,6223.18,6205.21,420.741,1.00093
"prob_resp_attr[15,1]",0.874164,0.00438965,0.202914,0.0454427,0.357627,0.964308,0.998171,3575.68,2513.24,241.747,1.00272
"prob_resp_attr[15,2]",0.663312,0.00220785,0.17182,0.190913,0.408844,0.644855,0.962364,6074.32,6069.44,410.677,1.0018
"prob_resp_attr[16,1]",0.882317,0.0026126,0.128379,0.0743314,0.599289,0.934508,0.994764,3570.43,2640.51,241.392,1.00245
"prob_resp_attr[16,2]",0.756662,0.00175455,0.128831,0.149882,0.561834,0.747093,0.97217,5349.11,5426.86,361.646,1.00156
